time,container_cpu_usage_seconds_total,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_wattage_current_milliwatts
1720780079.594,6252.853077696,66,49,84,64,33,28,5047
1720780080.594,6252.853077696,66,63,84,64,33,28,5047
1720780081.598,6252.853077696,86,63,69,65,33,28,5047
1720780082.591,6252.853077696,86,70,69,65,33,19,4640
1720780083.602,6252.853077696,53,70,69,65,24,19,4640
1720780084.598,6252.853077696,53,70,60,29,24,26,4111
1720780085.591,6252.853077696,53,83,60,29,20,26,4111
1720780086.598,6252.853077696,48,83,51,68,20,26,4355
1720780087.598,6252.853077696,48,87,51,68,28,26,4355
1720780088.591,6252.853077696,52,87,53,59,28,28,4680
1720780089.591,6252.853077696,52,81,53,59,23,28,4680
1720780090.591,6252.853077696,87,81,72,61,23,24,4843
1720780091.598,6252.853077696,87,91,72,61,20,24,4843
1720780092.598,6252.853077696,73,91,66,70,20,26,4925
1720780093.594,6252.853077696,73,65,66,70,24,26,4925
1720780094.591,6312.150935712,67,65,57,76,24,24,4436
1720780095.598,6312.150935712,67,65,57,76,20,24,4436
1720780096.591,6312.150935712,67,65,63,78,20,31,4558
1720780097.594,6312.150935712,67,49,63,78,30,31,4558
1720780098.591,6312.150935712,54,49,63,83,30,43,4599
1720780099.591,6312.150935712,54,60,63,83,31,43,4599
1720780100.591,6312.150935712,69,60,61,87,31,23,4762
1720780101.591,6312.150935712,69,57,61,87,26,23,4762
1720780102.598,6312.150935712,78,57,73,76,26,23,4436
1720780103.591,6312.150935712,78,65,73,76,18,23,4436
1720780104.591,6312.150935712,89,65,50,67,18,29,4436
1720780105.594,6312.150935712,89,67,50,67,21,29,4436
1720780106.591,6312.150935712,75,67,49,92,21,23,4192
1720780107.591,6354.20194128,75,46,49,92,25,23,4192
1720780108.598,6354.20194128,88,46,60,77,25,28,4273
1720780109.591,6354.20194128,88,55,60,77,27,28,4273
1720780110.595,6354.20194128,81,55,69,80,27,24,4233
1720780111.593,6354.20194128,81,69,69,80,29,24,4233
1720780112.594,6354.20194128,73,69,78,69,29,25,4396
1720780113.591,6354.20194128,73,80,78,69,28,25,4396
1720780114.598,6354.20194128,61,80,78,57,28,36,4721
1720780115.591,6354.20194128,61,88,78,57,31,36,4721
1720780116.591,6354.20194128,57,88,88,54,31,21,4558
1720780117.598,6354.20194128,57,83,88,54,27,21,4558
1720780118.591,6354.20194128,65,83,87,44,27,29,4680
1720780119.594,6394.10008736,65,80,87,44,24,29,4680
1720780120.598,6394.10008736,55,80,90,62,24,33,4518
1720780121.602,6394.10008736,55,85,90,62,31,33,4518
1720780122.591,6394.10008736,48,85,56,74,31,30,4436
1720780123.594,6394.10008736,48,62,56,74,30,30,4436
1720780124.591,6394.10008736,93,62,80,63,30,33,4558
1720780125.591,6394.10008736,93,65,80,63,25,33,4558
1720780126.591,6394.10008736,76,65,89,56,25,22,4558
1720780127.597,6394.10008736,76,84,89,56,26,22,4558
1720780128.594,6394.10008736,64,84,62,78,26,36,4599
1720780129.594,6394.10008736,64,71,62,78,32,36,4599
1720780130.591,6394.10008736,80,71,90,50,32,25,4680
1720780131.594,6394.10008736,80,61,90,50,23,25,4680
1720780132.598,6394.10008736,74,61,93,52,23,30,4640
1720780133.591,6394.10008736,74,81,93,52,29,30,4640
1720780134.598,6394.10008736,66,81,57,85,29,29,4803
1720780135.591,6444.388763328,66,76,57,85,21,29,4803
1720780136.591,6444.388763328,71,76,88,45,21,30,4925
1720780137.598,6444.388763328,71,93,88,45,24,30,4925
1720780138.598,6444.388763328,59,93,77,78,24,30,4925
1720780139.594,6444.388763328,59,92,77,78,27,30,4925
1720780140.591,6444.388763328,38,92,87,66,27,23,4965
1720780141.591,6444.388763328,38,45,87,66,29,23,4965
1720780142.591,6444.388763328,76,45,81,49,29,22,4884
1720780143.594,6444.388763328,76,50,81,49,24,22,4884
1720780144.594,6444.388763328,93,50,54,77,24,23,5047
1720780145.594,6444.388763328,93,81,54,77,27,23,5047
1720780146.591,6444.388763328,53,81,78,72,27,23,5047
1720780147.595,6444.388763328,53,86,78,72,27,23,4803
1720780148.591,6444.388763328,57,86,78,72,22,23,4803
1720780149.594,6444.388763328,57,86,67,64,22,32,5047
1720780150.591,6444.388763328,57,82,67,64,33,32,5047
1720780151.598,6496.256480992,75,82,87,50,33,18,4477
1720780152.591,6496.256480992,75,72,87,50,27,18,4477
1720780153.591,6496.256480992,71,72,86,52,27,23,4436
1720780154.594,6496.256480992,71,76,86,52,28,23,4436
1720780155.591,6496.256480992,66,76,85,51,28,30,4721
1720780156.598,6496.256480992,66,77,85,51,37,30,4721
1720780157.591,6496.256480992,60,77,87,86,37,27,4640
1720780158.598,6496.256480992,60,65,87,86,23,27,4640
1720780159.594,6496.256480992,67,65,78,45,23,23,4640
1720780160.591,6496.256480992,67,56,78,45,22,23,4640
1720780161.591,6496.256480992,90,56,72,84,22,27,4558
1720780162.591,6529.430889408,90,61,72,84,15,27,4558
1720780163.597,6529.430889408,54,61,68,62,15,17,4558
1720780164.591,6529.430889408,54,84,68,62,21,17,4558
1720780165.594,6529.430889408,67,84,67,72,21,22,4558
1720780166.598,6529.430889408,67,64,67,72,27,22,4558
1720780167.591,6529.430889408,70,64,75,77,27,43,4925
1720780168.598,6529.430889408,70,87,75,77,41,43,4925
1720780169.591,6529.430889408,37,87,86,90,41,21,4599
1720780170.591,6529.430889408,37,90,86,90,23,21,4599
1720780171.594,6529.430889408,62,90,80,60,23,25,4558
1720780172.591,6529.430889408,62,85,80,60,30,25,4558
1720780173.602,6529.430889408,47,85,70,67,30,19,4599
1720780174.594,6529.430889408,47,80,70,67,24,19,4599
1720780175.594,6529.430889408,56,80,77,55,24,21,4558
1720780176.594,6529.430889408,56,78,77,55,25,21,4558
1720780177.591,6529.430889408,69,78,72,66,25,20,4477
1720780178.591,6529.430889408,69,79,72,66,27,20,4477
1720780179.598,6585.794262464,58,79,62,65,27,24,4599
1720780180.591,6585.794262464,58,96,62,65,27,24,4599
1720780181.594,6585.794262464,62,96,40,85,27,26,4436
1720780182.591,6585.794262464,62,81,40,85,28,26,4436
1720780183.591,6585.794262464,79,81,69,70,28,36,4477
1720780184.598,6585.794262464,79,53,69,70,37,36,4477
1720780185.591,6585.794262464,76,53,80,84,37,31,4599
1720780186.591,6585.794262464,76,70,80,84,31,31,4599
1720780187.594,6585.794262464,78,70,72,57,31,23,4436
1720780188.591,6585.794262464,78,74,72,57,27,23,4436
1720780189.598,6585.794262464,76,74,86,59,27,37,4314
1720780190.591,6585.794262464,76,86,86,59,31,37,4314
1720780191.591,6585.794262464,47,86,60,84,31,19,4558
1720780192.591,6585.794262464,47,86,60,84,26,19,4558
1720780193.594,6585.794262464,70,86,64,89,26,21,4355
1720780194.595,6585.794262464,70,57,64,89,21,21,4355
1720780195.594,6635.8692528,94,57,62,83,21,24,4477
1720780196.591,6635.8692528,94,71,62,83,27,24,4477
1720780197.594,6635.8692528,55,71,55,78,27,32,4721
1720780198.593,6635.8692528,55,59,55,78,34,32,4721
1720780199.597,6635.8692528,81,59,63,86,34,20,4436
1720780200.594,6635.8692528,81,77,63,86,24,20,4436
1720780201.591,6635.8692528,70,77,53,79,24,29,4640
1720780202.591,6635.8692528,70,78,53,79,29,29,4640
1720780203.598,6635.8692528,58,78,64,77,29,21,4518
1720780204.591,6635.8692528,58,85,64,77,28,21,4518
1720780205.595,6635.8692528,60,85,65,71,28,21,4355
1720780206.598,6635.8692528,60,63,65,71,20,21,4355
1720780207.591,6635.8692528,74,63,90,46,20,24,4477
1720780208.594,6635.8692528,74,70,90,46,32,24,4477
1720780209.598,6635.8692528,70,70,75,62,32,21,4396
1720780210.591,6635.8692528,70,98,75,62,23,21,4396
1720780211.594,6635.8692528,35,98,50,86,23,24,4314
1720780212.594,6690.93231856,35,58,50,86,21,24,4314
1720780213.598,6690.93231856,86,58,82,67,21,25,4355
1720780214.591,6690.93231856,86,81,82,67,32,25,4355
1720780215.594,6690.93231856,54,81,60,84,32,24,4111
1720780216.594,6690.93231856,54,76,60,84,25,24,4111
1720780217.594,6690.93231856,64,76,62,65,25,24,4477
1720780218.594,6690.93231856,64,85,62,65,28,24,4477
1720780219.602,6690.93231856,60,85,85,61,28,25,4477
1720780220.591,6690.93231856,60,89,85,61,27,25,4477
1720780221.595,6690.93231856,55,89,59,87,27,33,4558
1720780222.591,6690.93231856,55,64,59,87,33,33,4558
1720780223.594,6690.93231856,82,64,51,86,33,24,4680
1720780224.594,6690.93231856,82,78,51,86,30,24,4680
1720780225.594,6690.93231856,66,78,50,96,30,27,4680
1720780226.591,6690.93231856,66,78,50,96,27,27,4680
1720780227.591,6690.93231856,59,78,61,85,27,28,4721
1720780228.598,6741.0678344,59,68,61,85,31,28,4721
1720780229.591,6741.0678344,63,68,63,79,31,21,4680
1720780230.591,6741.0678344,63,81,63,79,28,21,4680
1720780231.591,6741.0678344,52,81,81,57,28,23,4843
1720780232.594,6741.0678344,52,78,81,57,23,23,4843
1720780233.591,6741.0678344,59,78,59,87,23,14,4762
1720780234.591,6741.0678344,59,62,59,87,33,14,4762
1720780235.594,6741.0678344,86,62,80,75,33,40,4762
1720780236.591,6741.0678344,86,88,80,75,40,40,4762
1720780237.591,6741.0678344,37,88,73,63,40,25,4762
1720780238.591,6741.0678344,37,86,73,63,25,25,4762
1720780239.598,6741.0678344,74,86,70,86,25,26,4640
1720780240.594,6741.0678344,74,79,70,86,23,26,4640
1720780241.591,6741.0678344,48,79,81,58,23,28,4803
1720780242.591,6741.0678344,48,82,81,58,29,28,4803
1720780243.594,6741.0678344,57,82,76,61,29,28,4803
1720780244.598,6741.0678344,57,77,76,61,29,31,4925
1720780245.591,6741.0678344,70,77,76,61,36,31,4925
1720780246.591,6800.489680736,70,77,89,53,36,34,4803
1720780247.594,6800.489680736,70,87,89,53,33,34,4803
1720780248.598,6800.489680736,67,87,84,59,33,32,4762
1720780249.598,6800.489680736,67,69,84,59,31,32,4762
1720780250.591,6800.489680736,85,69,63,76,31,22,4558
1720780251.598,6800.489680736,85,61,63,76,27,22,4558
1720780252.591,6800.489680736,76,61,80,61,27,19,4599
1720780253.594,6800.489680736,76,63,80,61,21,19,4599
1720780254.598,6800.489680736,72,63,91,57,21,21,4599
1720780255.594,6800.489680736,72,73,91,57,21,21,4599
1720780256.591,6800.489680736,67,73,73,73,21,21,4192
1720780257.598,6800.489680736,67,99,73,73,26,21,4192
1720780258.594,6800.489680736,50,99,74,53,26,31,4029
1720780259.591,6842.378650656,50,78,74,53,33,31,4029
1720780260.598,6842.378650656,42,78,72,69,33,34,4518
1720780261.591,6842.378650656,42,84,72,69,33,34,4518
1720780262.591,6842.378650656,57,84,61,88,33,24,4558
1720780263.591,6842.378650656,57,85,61,88,23,24,4558
1720780264.594,6842.378650656,77,85,48,85,23,25,4762
1720780265.594,6842.378650656,77,80,48,85,22,25,4762
1720780266.591,6842.378650656,60,80,76,66,22,24,4721
1720780267.591,6842.378650656,60,82,76,66,22,24,4721
1720780268.591,6842.378650656,63,82,73,63,22,31,5006
1720780269.591,6873.770758816,63,85,73,63,29,31,5006
1720780270.598,6873.770758816,57,85,80,57,29,31,5006
1720780271.594,6873.770758816,57,56,80,57,29,24,4721
1720780272.594,6873.770758816,77,56,80,57,21,24,4721
1720780273.591,6873.770758816,77,56,77,57,21,27,4965
1720780274.594,6873.770758816,77,47,77,57,34,27,4965
1720780275.594,6873.770758816,94,47,64,59,34,20,4396
1720780276.591,6873.770758816,94,88,64,59,21,20,4396
1720780277.594,6873.770758816,63,88,88,49,21,27,4558
1720780278.594,6873.770758816,63,87,88,49,23,27,4558
1720780279.594,6873.770758816,48,87,80,88,23,29,4640
1720780280.594,6873.770758816,48,53,80,88,30,29,4640
1720780281.598,6873.770758816,72,53,70,72,30,24,4680
1720780282.591,6873.770758816,72,77,70,72,26,24,4680
1720780283.591,6873.770758816,73,77,71,59,26,24,4680
1720780284.591,6873.770758816,73,93,71,59,26,24,4680
1720780285.591,6873.770758816,48,93,66,59,26,24,4518
1720780286.594,6873.770758816,48,73,66,59,28,24,4518
1720780287.591,6930.380559008,66,73,92,39,28,30,4721
1720780288.598,6930.380559008,66,86,92,39,29,30,4721
1720780289.591,6930.380559008,66,86,83,72,29,23,4680
1720780290.591,6930.380559008,66,69,83,72,20,23,4680
1720780291.594,6930.380559008,76,69,80,59,20,29,4884
1720780292.594,6930.380559008,76,58,80,59,33,29,4884
1720780293.591,6930.380559008,91,58,64,79,33,23,4884
1720780294.591,6930.380559008,91,60,64,79,27,23,4884
1720780295.594,6930.380559008,89,60,62,80,27,18,4884
1720780296.591,6930.380559008,89,58,62,80,24,18,4884
1720780297.595,6930.380559008,79,58,39,95,24,18,4884
1720780298.591,6930.380559008,79,61,39,95,24,27,5006
1720780299.591,6930.380559008,75,61,39,95,28,27,5006
1720780300.602,6930.380559008,75,61,40,81,28,21,4803
1720780301.591,6930.380559008,75,70,40,81,26,21,4803
1720780302.591,6930.380559008,83,70,72,66,26,27,4843
1720780303.598,6982.64375376,83,79,72,66,27,27,4843
1720780304.591,6982.64375376,53,79,59,61,27,19,4558
1720780305.598,6982.64375376,53,77,59,61,19,19,4558
1720780306.598,6982.64375376,78,77,72,79,19,33,4518
1720780307.594,6982.64375376,78,87,72,79,27,33,4518
1720780308.594,6982.64375376,40,87,59,86,27,37,4925
1720780309.591,6982.64375376,40,90,59,86,34,37,4925
1720780310.598,6982.64375376,58,90,59,85,34,33,4273
1720780311.594,6982.64375376,58,73,59,85,38,33,4273
1720780312.594,6982.64375376,81,73,57,84,38,23,4436
1720780313.594,6982.64375376,81,87,57,84,24,23,4436
1720780314.598,6982.64375376,60,87,57,86,24,20,4518
1720780315.591,6982.64375376,60,82,57,86,24,20,4518
1720780316.594,6982.64375376,60,82,74,68,24,29,4721
1720780317.591,6982.64375376,60,80,74,68,25,29,4721
1720780318.591,6982.64375376,60,80,90,60,25,22,4762
1720780319.598,6982.64375376,60,81,90,60,26,22,4762
1720780320.591,6982.64375376,59,81,92,46,26,36,4803
1720780321.591,6982.64375376,59,92,92,46,25,36,4803
1720780322.599,7047.381416672,56,92,60,80,25,19,4680
1720780323.591,7047.381416672,56,82,60,80,23,19,4680
1720780324.591,7047.381416672,53,82,66,75,23,31,4680
1720780325.591,7047.381416672,53,81,66,75,30,31,4680
1720780326.591,7047.381416672,53,81,53,82,30,28,4151
1720780327.594,7047.381416672,53,72,53,82,24,28,4151
1720780328.591,7047.381416672,71,72,55,83,24,30,4233
1720780329.594,7047.381416672,71,75,55,83,28,30,4233
1720780330.594,7047.381416672,62,75,70,80,28,20,4273
1720780331.594,7047.381416672,62,76,70,80,23,20,4273
1720780332.597,7047.381416672,52,76,72,74,23,28,4640
1720780333.591,7047.381416672,52,77,72,74,25,28,4640
1720780334.594,7047.381416672,62,77,84,80,25,19,4640
1720780335.593,7047.381416672,62,55,84,80,24,19,4640
1720780336.591,7047.381416672,82,55,83,50,24,23,4396
1720780337.591,7047.381416672,82,51,83,50,22,23,4396
1720780338.594,7047.381416672,77,51,53,54,22,26,4477
1720780339.598,7047.381416672,77,74,53,54,27,26,4477
1720780340.591,7105.909682112,77,74,79,58,27,31,4314
1720780341.591,7105.909682112,77,87,79,58,33,31,4314
1720780342.602,7105.909682112,47,87,45,82,33,27,4151
1720780343.591,7105.909682112,47,71,45,82,27,27,4151
1720780344.591,7105.909682112,92,71,56,78,27,21,4436
1720780345.594,7105.909682112,92,72,56,78,20,21,4436
1720780346.594,7105.909682112,61,72,94,59,20,29,4436
1720780347.591,7105.909682112,61,51,94,59,30,29,4436
1720780348.602,7105.909682112,81,51,75,72,30,29,4436
1720780349.594,7105.909682112,81,68,75,72,26,29,4436
1720780350.598,7105.909682112,68,68,72,87,26,23,4436
1720780351.594,7105.909682112,68,37,72,87,22,23,4436
1720780352.591,7105.909682112,84,37,50,85,22,24,4640
1720780353.591,7105.909682112,84,62,50,85,25,24,4640
1720780354.594,7154.23463392,83,62,77,78,25,26,4680
1720780355.591,7154.23463392,83,86,77,78,24,26,4680
1720780356.591,7154.23463392,45,86,84,29,24,28,4803
1720780357.594,7154.23463392,45,96,84,29,31,28,4803
1720780358.594,7154.23463392,76,96,82,52,31,34,4925
1720780359.594,7154.23463392,76,87,82,52,35,34,4925
1720780360.594,7154.23463392,52,87,79,79,35,23,4803
1720780361.591,7154.23463392,52,45,79,79,20,23,4803
1720780362.594,7154.23463392,85,45,64,75,20,23,4803
1720780363.591,7154.23463392,85,79,64,75,20,27,4599
1720780364.594,7154.23463392,64,79,64,75,27,27,4599
1720780365.593,7154.23463392,64,79,50,67,27,24,4680
1720780366.594,7154.23463392,64,61,50,67,27,24,4680
1720780367.591,7154.23463392,78,61,81,54,27,19,4843
1720780368.591,7154.23463392,78,74,81,54,23,19,4843
1720780369.591,7154.23463392,72,74,84,76,23,30,4803
1720780370.591,7154.23463392,72,74,84,76,35,30,4803
1720780371.598,7154.23463392,88,74,73,71,35,25,4762
1720780372.594,7154.23463392,88,82,73,71,23,25,4762
1720780373.598,7154.23463392,64,82,56,83,23,39,4558
1720780374.591,7217.9136616,64,41,56,83,46,39,4558
1720780375.594,7217.9136616,96,41,80,67,46,22,4436
1720780376.598,7217.9136616,96,90,80,67,21,22,4436
1720780377.591,7217.9136616,57,90,74,52,21,24,4558
1720780378.594,7217.9136616,57,96,74,52,29,24,4558
1720780379.598,7217.9136616,49,96,98,62,29,26,4599
1720780380.591,7217.9136616,49,89,98,62,29,26,4599
1720780381.594,7217.9136616,51,89,74,66,29,19,4518
1720780382.594,7217.9136616,51,77,74,66,22,19,4518
1720780383.594,7217.9136616,61,77,52,85,22,23,4477
1720780384.591,7250.1003176,61,39,52,85,24,23,4477
1720780385.594,7250.1003176,96,39,54,78,24,22,4721
1720780386.598,7250.1003176,96,69,54,78,22,22,4721
1720780387.594,7250.1003176,71,69,64,85,22,23,4599
1720780388.594,7250.1003176,71,65,64,85,20,23,4599
1720780389.594,7250.1003176,72,65,66,86,20,31,4396
1720780390.598,7250.1003176,72,65,66,86,29,31,4396
1720780391.591,7250.1003176,63,65,55,88,29,29,4436
1720780392.596,7250.1003176,63,77,55,88,34,29,4436
1720780393.598,7250.1003176,61,77,44,87,34,27,4396
1720780394.594,7250.1003176,61,87,44,87,28,27,4396
1720780395.591,7250.1003176,76,87,64,78,28,23,4273
1720780396.594,7250.1003176,76,73,64,78,25,23,4273
1720780397.594,7250.1003176,63,73,63,81,25,27,4640
1720780398.594,7250.1003176,63,79,63,81,27,27,4640
1720780399.598,7250.1003176,46,79,68,92,27,24,4640
1720780400.594,7250.1003176,46,77,68,92,29,24,4640
1720780401.591,7250.1003176,63,77,63,67,29,21,4558
1720780402.597,7250.1003176,63,90,63,67,24,21,4558
1720780403.591,7250.1003176,61,90,72,44,24,33,4599
1720780404.598,7314.929750432,61,83,72,44,28,33,4599
1720780405.591,7314.929750432,66,83,69,70,28,27,4925
1720780406.594,7314.929750432,66,88,69,70,32,27,4925
1720780407.591,7314.929750432,39,88,79,68,32,43,4884
1720780408.594,7314.929750432,39,67,79,68,35,43,4884
1720780409.594,7314.929750432,61,67,64,100,35,32,5169
1720780410.598,7314.929750432,61,61,64,100,31,32,5169
1720780411.594,7314.929750432,75,61,58,87,31,22,4721
1720780412.598,7314.929750432,75,69,58,87,21,22,4721
1720780413.591,7314.929750432,89,69,62,78,21,18,4558
1720780414.594,7314.929750432,89,48,62,78,22,18,4558
1720780415.594,7314.929750432,68,48,66,84,22,23,4599
1720780416.594,7314.929750432,68,45,66,84,22,23,4599
1720780417.594,7314.929750432,81,45,58,82,22,23,4599
1720780418.594,7366.72922912,81,62,58,82,22,23,4721
1720780419.594,7366.72922912,90,62,58,82,24,23,4721
1720780420.591,7366.72922912,90,62,55,57,24,35,4803
1720780421.598,7366.72922912,90,80,55,57,30,35,4803
1720780422.594,7366.72922912,84,80,69,64,30,24,4884
1720780423.596,7366.72922912,84,77,69,64,29,24,4884
1720780424.591,7366.72922912,85,77,54,65,29,22,4680
1720780425.591,7366.72922912,85,89,54,65,23,22,4680
1720780426.598,7366.72922912,67,89,77,59,23,26,4599
1720780427.591,7366.72922912,67,79,77,59,28,26,4599
1720780428.591,7366.72922912,67,79,65,86,28,32,4965
1720780429.594,7366.72922912,67,82,65,86,29,32,4965
1720780430.598,7366.72922912,59,82,60,87,29,29,4396
1720780431.594,7366.72922912,59,51,60,87,29,29,4396
1720780432.602,7366.72922912,94,51,70,53,29,30,4558
1720780433.607,7366.72922912,94,75,70,53,27,30,4558
1720780434.595,7366.72922912,59,75,56,82,27,31,5128
1720780435.594,7427.228155904,59,83,56,82,25,31,5128
1720780436.594,7427.228155904,61,83,59,66,25,34,4599
1720780437.598,7427.228155904,61,93,59,66,35,34,4599
1720780438.591,7427.228155904,90,93,66,83,35,24,4314
1720780439.598,7427.228155904,90,68,66,83,25,24,4314
1720780440.598,7427.228155904,38,68,70,89,25,31,4436
1720780441.598,7427.228155904,38,47,70,89,37,31,4436
1720780442.594,7427.228155904,59,47,58,84,37,27,4111
1720780443.594,7427.228155904,59,93,58,84,30,27,4111
1720780444.594,7427.228155904,62,93,76,89,30,23,4599
1720780445.594,7427.228155904,62,83,76,89,28,23,4599
1720780446.591,7427.228155904,40,83,82,82,28,22,4599
1720780447.598,7427.228155904,40,89,82,82,20,22,4599
1720780448.594,7427.228155904,40,89,51,66,20,18,4640
1720780449.594,7427.228155904,40,84,51,66,18,18,4640
1720780450.594,7427.228155904,80,84,93,50,18,26,4640
1720780451.594,7427.228155904,80,86,93,50,25,26,4640
1720780452.591,7427.228155904,49,86,89,53,25,25,4558
1720780453.598,7427.228155904,49,84,89,53,24,25,4558
1720780454.594,7494.973276384,57,84,55,61,24,29,4396
1720780455.594,7494.973276384,57,85,55,61,26,29,4396
1720780456.591,7494.973276384,60,85,64,75,26,25,4558
1720780457.594,7494.973276384,60,69,64,75,21,25,4558
1720780458.594,7494.973276384,68,69,94,98,21,24,4640
1720780459.591,7494.973276384,68,37,94,98,25,24,4640
1720780460.591,7494.973276384,84,37,61,75,25,36,4518
1720780461.591,7494.973276384,84,60,61,75,36,36,4518
1720780462.598,7494.973276384,72,60,73,62,36,21,4355
1720780463.598,7494.973276384,72,62,73,62,19,21,4355
1720780464.598,7494.973276384,88,62,71,71,19,18,4396
1720780465.594,7494.973276384,88,78,71,71,21,18,4396
1720780466.598,7494.973276384,58,78,26,91,21,29,4273
1720780467.591,7494.973276384,58,79,26,91,28,29,4273
1720780468.594,7494.973276384,82,79,44,74,28,28,4192
1720780469.594,7494.973276384,82,79,44,74,33,28,4192
1720780470.598,7494.973276384,79,79,50,80,33,20,4192
1720780471.598,7494.973276384,79,86,50,80,25,20,4192
1720780472.598,7556.698828512,72,86,90,57,25,19,4436
1720780473.594,7556.698828512,72,54,90,57,22,19,4436
1720780474.594,7556.698828512,87,54,81,91,22,18,4640
1720780475.594,7556.698828512,87,40,81,91,22,18,4640
1720780476.594,7556.698828512,87,40,62,77,22,26,4233
1720780477.594,7556.698828512,87,78,62,77,26,26,4233
1720780478.591,7556.698828512,60,78,62,51,26,30,4355
1720780479.594,7556.698828512,60,85,62,51,32,30,4355
1720780480.591,7556.698828512,70,85,68,86,32,25,4599
1720780481.591,7556.698828512,70,72,68,86,26,25,4599
1720780482.598,7556.698828512,85,72,89,79,26,29,4721
1720780483.591,7556.698828512,85,63,89,79,28,29,4721
1720780484.594,7600.647703776,54,63,71,68,28,24,4925
1720780485.591,7600.647703776,54,46,71,68,29,24,4925
1720780486.591,7600.647703776,72,46,63,86,29,24,4925
1720780487.598,7600.647703776,72,48,63,86,29,21,4803
1720780488.594,7600.647703776,81,48,63,86,18,21,4803
1720780489.591,7600.647703776,81,48,62,89,18,30,4518
1720780490.598,7600.647703776,81,62,62,89,36,30,4518
1720780491.594,7600.647703776,80,62,66,86,36,26,4436
1720780492.594,7600.647703776,80,58,66,86,26,26,4436
1720780493.602,7600.647703776,60,58,78,82,26,27,4558
1720780494.594,7600.647703776,60,52,78,82,19,27,4558
1720780495.591,7600.647703776,69,52,75,60,19,29,4680
1720780496.591,7600.647703776,69,56,75,60,31,29,4680
1720780497.594,7600.647703776,93,56,90,51,31,27,4680
1720780498.594,7600.647703776,93,61,90,51,28,27,4680
1720780499.598,7600.647703776,84,61,65,85,28,36,4640
1720780500.594,7655.411725568,84,63,65,85,36,36,4640
1720780501.591,7655.411725568,86,63,83,63,36,23,4192
1720780502.594,7655.411725568,86,68,83,63,22,23,4192
1720780503.595,7655.411725568,84,68,76,69,22,23,4192
1720780504.593,7655.411725568,84,49,76,69,27,23,4192
1720780505.598,7655.411725568,75,49,57,85,27,24,4599
1720780506.594,7655.411725568,75,84,57,85,27,24,4599
1720780507.593,7655.411725568,67,84,63,80,27,23,4558
1720780508.598,7655.411725568,67,83,63,80,20,23,4558
1720780509.599,7655.411725568,61,83,56,86,20,20,4599
1720780510.594,7655.411725568,61,88,56,86,23,20,4599
1720780511.591,7694.98670032,40,88,61,79,23,26,4803
1720780512.594,7694.98670032,40,93,61,79,30,26,4803
1720780513.591,7694.98670032,57,93,67,82,30,25,4273
1720780514.598,7694.98670032,57,82,67,82,28,25,4273
1720780515.598,7694.98670032,54,82,86,53,28,23,4192
1720780516.594,7694.98670032,54,82,86,53,33,23,4192
1720780517.591,7694.98670032,51,82,92,41,33,21,4273
1720780518.598,7694.98670032,51,87,92,41,24,21,4273
1720780519.591,7694.98670032,53,87,72,52,24,26,4396
1720780520.593,7694.98670032,53,81,72,52,29,26,4396
1720780521.594,7694.98670032,64,81,64,73,29,24,4396
1720780522.591,7694.98670032,64,72,64,73,27,24,4396
1720780523.594,7694.98670032,91,72,61,79,27,25,4396
1720780524.594,7694.98670032,91,87,61,79,24,25,4396
1720780525.598,7694.98670032,55,87,69,87,24,24,4477
1720780526.599,7694.98670032,55,81,69,87,29,24,4477
1720780527.598,7694.98670032,41,81,75,84,29,26,4396
1720780528.594,7694.98670032,41,60,75,84,26,26,4396
1720780529.591,7756.0642192,67,60,52,89,26,23,4436
1720780530.594,7756.0642192,67,60,52,89,24,23,4436
1720780531.594,7756.0642192,75,60,50,87,24,35,4273
1720780532.594,7756.0642192,75,53,50,87,38,35,4273
1720780533.598,7756.0642192,84,53,52,86,38,22,4477
1720780534.591,7756.0642192,84,72,52,86,22,22,4477
1720780535.594,7756.0642192,89,72,59,76,22,27,4273
1720780536.594,7756.0642192,89,60,59,76,32,27,4273
1720780537.598,7756.0642192,84,60,95,50,32,28,4314
1720780538.598,7756.0642192,84,61,95,50,29,28,4314
1720780539.594,7756.0642192,76,61,98,53,29,26,4518
1720780540.591,7756.0642192,76,69,98,53,31,26,4518
1720780541.594,7756.0642192,68,69,57,92,31,23,4111
1720780542.602,7756.0642192,68,65,57,92,26,23,4111
1720780543.598,7756.0642192,75,65,66,61,26,30,4436
1720780544.598,7810.182885696,75,57,66,61,29,30,4436
1720780545.598,7810.182885696,76,57,58,99,29,27,4233
1720780546.593,7810.182885696,76,62,58,99,23,27,4233
1720780547.594,7810.182885696,97,62,65,83,23,21,4436
1720780548.591,7810.182885696,97,62,65,83,24,21,4436
1720780549.591,7810.182885696,73,62,60,76,24,31,4273
1720780550.595,7810.182885696,73,77,60,76,29,31,4273
1720780551.594,7810.182885696,63,77,66,85,29,19,4477
1720780552.591,7810.182885696,63,78,66,85,24,19,4477
1720780553.598,7810.182885696,64,78,71,93,24,28,4803
1720780554.594,7810.182885696,64,77,71,93,26,28,4803
1720780555.594,7810.182885696,56,77,92,36,26,34,4965
1720780556.591,7810.182885696,56,77,92,36,35,34,4965
